ST	clonal_complex	phylogroup	phylogroup_consistency	n_genomes	n_pks_pos	pks_fraction	n_clbS_pos
8577	NA	NA	NA	1	0	0.0000	0
8579	NA	NA	NA	4	0	0.0000	0
8580	NA	NA	NA	1	0	0.0000	0
8581	NA	NA	NA	1	0	0.0000	0
8584	NA	NA	NA	1	0	0.0000	0
8586	NA	NA	NA	1	0	0.0000	0
8587	NA	NA	NA	1	0	0.0000	0
8588	NA	NA	NA	2	0	0.0000	0
8589	NA	NA	NA	1	0	0.0000	0
8590	NA	NA	NA	1	0	0.0000	0
8596	NA	NA	NA	1	0	0.0000	0
8601	NA	NA	NA	1	0	0.0000	0
8603	NA	NA	NA	1	0	0.0000	0
8605	NA	NA	NA	1	0	0.0000	0
8607	NA	NA	NA	1	0	0.0000	0
8609	NA	NA	NA	1	0	0.0000	0
8611	NA	NA	NA	2	0	0.0000	0
8612	NA	NA	NA	1	0	0.0000	0
8613	NA	NA	NA	2	0	0.0000	0
8614	NA	NA	NA	1	0	0.0000	0
8616	NA	NA	NA	1	0	0.0000	0
8617	NA	NA	NA	1	0	0.0000	0
8620	NA	NA	NA	2	0	0.0000	0
8624	NA	NA	NA	1	0	0.0000	0
8627	NA	NA	NA	1	0	0.0000	0
8633	NA	NA	NA	1	1	1.0000	1
8636	NA	NA	NA	2	0	0.0000	0
8637	NA	NA	NA	1	0	0.0000	0
8642	NA	NA	NA	1	0	0.0000	0
8646	NA	NA	NA	1	0	0.0000	0
8648	NA	NA	NA	1	0	0.0000	0
8650	NA	NA	NA	1	0	0.0000	0
8652	NA	NA	NA	1	0	0.0000	0
8653	NA	NA	NA	4	0	0.0000	0
8677	NA	NA	NA	2	0	0.0000	0
8689	NA	NA	NA	1	0	0.0000	0
8690	NA	NA	NA	1	0	0.0000	0
8740	NA	NA	NA	1	0	0.0000	0
8746	NA	NA	NA	4	0	0.0000	0
8762	NA	NA	NA	2	0	0.0000	0
8764	NA	NA	NA	1	0	0.0000	0
8818	NA	NA	NA	1	0	0.0000	0
8863	NA	NA	NA	2	0	0.0000	0
8867	NA	NA	NA	1	0	0.0000	0
8886	NA	NA	NA	12	0	0.0000	0
8887	NA	NA	NA	1	0	0.0000	0
8888	NA	NA	NA	2	0	0.0000	0
8898	NA	NA	NA	1	0	0.0000	0
8900	NA	NA	NA	1	0	0.0000	0
8903	NA	NA	NA	1	0	0.0000	0
8904	NA	NA	NA	1	0	0.0000	0
8907	NA	NA	NA	1	0	0.0000	0
8908	NA	NA	NA	1	0	0.0000	0
8911	NA	NA	NA	1	0	0.0000	0
8912	NA	NA	NA	1	0	0.0000	0
8920	NA	NA	NA	2	0	0.0000	0
8921	NA	NA	NA	2	0	0.0000	0
8923	NA	NA	NA	9	0	0.0000	0
8924	NA	NA	NA	4	0	0.0000	0
8926	NA	NA	NA	4	0	0.0000	0
8927	NA	NA	NA	2	0	0.0000	0
8933	NA	NA	NA	1	0	0.0000	0
8936	NA	NA	NA	1	0	0.0000	0
8937	NA	NA	NA	4	0	0.0000	0
8938	NA	NA	NA	4	0	0.0000	0
8939	NA	NA	NA	2	0	0.0000	0
8947	NA	NA	NA	1	0	0.0000	0
8948	NA	NA	NA	1	0	0.0000	0
8949	NA	NA	NA	2	0	0.0000	0
8951	NA	NA	NA	4	0	0.0000	0
8953	NA	NA	NA	1	0	0.0000	0
8957	NA	NA	NA	2	0	0.0000	0
8959	NA	NA	NA	2	0	0.0000	0
8973	NA	NA	NA	4	0	0.0000	0
8974	NA	NA	NA	2	0	0.0000	0
8976	NA	NA	NA	1	0	0.0000	0
8977	NA	NA	NA	1	0	0.0000	0
8978	NA	NA	NA	3	3	1.0000	3
8979	NA	NA	NA	2	0	0.0000	0
8984	NA	NA	NA	3	0	0.0000	0
8987	NA	NA	NA	2	0	0.0000	0
8988	NA	NA	NA	1	0	0.0000	0
8989	NA	NA	NA	1	0	0.0000	0
8990	NA	NA	NA	1	1	1.0000	1
8991	NA	NA	NA	1	0	0.0000	0
8996	NA	NA	NA	1	0	0.0000	0
8998	NA	NA	NA	1	0	0.0000	0
9000	NA	NA	NA	1	0	0.0000	0
9004	NA	NA	NA	1	0	0.0000	0
9005	NA	NA	NA	1	0	0.0000	0
9006	NA	NA	NA	1	0	0.0000	0
9011	NA	NA	NA	1	0	0.0000	0
9014	NA	NA	NA	4	0	0.0000	0
9015	NA	NA	NA	1	0	0.0000	0
9063	NA	NA	NA	1	0	0.0000	0
9064	NA	NA	NA	1	0	0.0000	0
9065	NA	NA	NA	1	0	0.0000	0
9066	NA	NA	NA	1	0	0.0000	0
9067	NA	NA	NA	1	0	0.0000	0
9068	NA	NA	NA	1	0	0.0000	0
9069	NA	NA	NA	6	0	0.0000	0
9074	NA	NA	NA	2	0	0.0000	0
9092	NA	NA	NA	1	0	0.0000	0
9093	NA	NA	NA	2	0	0.0000	0
9094	NA	NA	NA	1	0	0.0000	0
9119	NA	NA	NA	1	0	0.0000	0
9120	NA	NA	NA	1	0	0.0000	0
9135	NA	NA	NA	1	0	0.0000	0
9138	NA	NA	NA	11	0	0.0000	0
9158	NA	NA	NA	2	0	0.0000	0
9176	NA	NA	NA	1	0	0.0000	0
9184	NA	NA	NA	1	0	0.0000	0
9186	NA	NA	NA	3	0	0.0000	0
9270	NA	NA	NA	1	0	0.0000	0
9271	NA	NA	NA	1	0	0.0000	0
9272	NA	NA	NA	1	0	0.0000	0
9315	NA	NA	NA	4	0	0.0000	0
9388	NA	NA	NA	1	0	0.0000	0
9421	NA	NA	NA	1	0	0.0000	0
9431	NA	NA	NA	1	0	0.0000	0
9432	NA	NA	NA	1	0	0.0000	0
9435	NA	NA	NA	1	0	0.0000	0
9438	NA	NA	NA	1	0	0.0000	0
9439	NA	NA	NA	1	0	0.0000	0
9440	NA	NA	NA	1	0	0.0000	0
9441	NA	NA	NA	12	0	0.0000	0
9442	NA	NA	NA	2	0	0.0000	0
9443	NA	NA	NA	2	0	0.0000	0
9444	NA	NA	NA	1	0	0.0000	0
9446	NA	NA	NA	1	0	0.0000	0
9450	NA	NA	NA	1	0	0.0000	0
9451	NA	NA	NA	1	0	0.0000	0
9452	NA	NA	NA	1	0	0.0000	0
9453	NA	NA	NA	1	0	0.0000	0
9454	NA	NA	NA	1	0	0.0000	0
9455	NA	NA	NA	1	0	0.0000	0
9457	NA	NA	NA	1	0	0.0000	0
9459	NA	NA	NA	1	0	0.0000	0
9460	NA	NA	NA	1	0	0.0000	0
9463	NA	NA	NA	1	0	0.0000	0
9479	NA	NA	NA	2	0	0.0000	0
9481	NA	NA	NA	1	0	0.0000	0
9498	NA	NA	NA	2	0	0.0000	0
9500	NA	NA	NA	1	0	0.0000	0
9501	NA	NA	NA	1	0	0.0000	0
9502	NA	NA	NA	1	0	0.0000	0
9503	NA	NA	NA	1	0	0.0000	0
9504	NA	NA	NA	1	0	0.0000	0
9505	NA	NA	NA	1	0	0.0000	0
9506	NA	NA	NA	2	0	0.0000	0
9507	NA	NA	NA	1	0	0.0000	0
9513	NA	NA	NA	1	0	0.0000	0
9515	NA	NA	NA	1	0	0.0000	0
9516	NA	NA	NA	1	0	0.0000	0
9517	NA	NA	NA	1	0	0.0000	0
9518	NA	NA	NA	1	0	0.0000	0
9521	NA	NA	NA	1	0	0.0000	0
9522	NA	NA	NA	1	0	0.0000	0
9523	NA	NA	NA	2	0	0.0000	0
9529	NA	NA	NA	1	0	0.0000	0
9532	NA	NA	NA	1	0	0.0000	0
9533	NA	NA	NA	1	0	0.0000	0
9534	NA	NA	NA	1	0	0.0000	0
9535	NA	NA	NA	1	0	0.0000	0
9537	NA	NA	NA	1	0	0.0000	0
9539	NA	NA	NA	1	0	0.0000	0
9541	NA	NA	NA	3	0	0.0000	0
9542	NA	NA	NA	2	0	0.0000	0
9543	NA	NA	NA	1	0	0.0000	0
9544	NA	NA	NA	1	0	0.0000	0
9545	NA	NA	NA	1	0	0.0000	0
9548	NA	NA	NA	1	0	0.0000	0
9549	NA	NA	NA	1	0	0.0000	0
9552	NA	NA	NA	1	0	0.0000	0
9555	NA	NA	NA	1	0	0.0000	0
9556	NA	NA	NA	1	0	0.0000	0
9557	NA	NA	NA	1	0	0.0000	1
9559	NA	NA	NA	1	0	0.0000	0
9560	NA	NA	NA	1	0	0.0000	0
9562	NA	NA	NA	1	0	0.0000	0
9563	NA	NA	NA	1	0	0.0000	0
9564	NA	NA	NA	1	0	0.0000	0
9566	NA	NA	NA	1	0	0.0000	0
9578	NA	NA	NA	1	0	0.0000	0
9579	NA	NA	NA	1	0	0.0000	0
9581	NA	NA	NA	1	0	0.0000	0
9582	NA	NA	NA	2	0	0.0000	0
9583	NA	NA	NA	1	0	0.0000	0
9590	NA	NA	NA	1	0	0.0000	0
9592	NA	NA	NA	4	0	0.0000	0
9593	NA	NA	NA	1	0	0.0000	0
9594	NA	NA	NA	1	0	0.0000	0
9596	NA	NA	NA	1	0	0.0000	0
9601	NA	NA	NA	1	0	0.0000	0
9602	NA	NA	NA	1	0	0.0000	0
9603	NA	NA	NA	1	0	0.0000	0
9607	NA	NA	NA	1	0	0.0000	0
9610	NA	NA	NA	1	0	0.0000	0
9611	NA	NA	NA	1	0	0.0000	0
9613	NA	NA	NA	1	0	0.0000	0
9615	NA	NA	NA	1	0	0.0000	0
9617	NA	NA	NA	1	0	0.0000	0
9619	NA	NA	NA	1	0	0.0000	0
9623	NA	NA	NA	1	0	0.0000	0
9625	NA	NA	NA	1	0	0.0000	0
9627	NA	NA	NA	1	0	0.0000	0
9628	NA	NA	NA	1	0	0.0000	0
9637	NA	NA	NA	2	0	0.0000	0
9638	NA	NA	NA	1	0	0.0000	0
9639	NA	NA	NA	1	0	0.0000	0
9640	NA	NA	NA	1	0	0.0000	0
9641	NA	NA	NA	1	0	0.0000	0
9642	NA	NA	NA	2	0	0.0000	0
9644	NA	NA	NA	1	0	0.0000	0
9646	NA	NA	NA	1	0	0.0000	0
9647	NA	NA	NA	1	0	0.0000	0
9648	NA	NA	NA	3	0	0.0000	0
9650	NA	NA	NA	1	0	0.0000	0
9651	NA	NA	NA	1	0	0.0000	0
9652	NA	NA	NA	1	0	0.0000	0
9758	NA	NA	NA	1	0	0.0000	0
9847	NA	NA	NA	2	0	0.0000	0
9848	NA	NA	NA	2	0	0.0000	0
9852	NA	NA	NA	1	0	0.0000	0
9856	NA	NA	NA	1	0	0.0000	0
9895	NA	NA	NA	1	0	0.0000	0
10211	NA	NA	NA	1	0	0.0000	0
10212	NA	NA	NA	1	1	1.0000	1
10215	NA	NA	NA	1	0	0.0000	0
10216	NA	NA	NA	1	0	0.0000	0
10217	NA	NA	NA	1	0	0.0000	0
10218	NA	NA	NA	1	0	0.0000	0
10219	NA	NA	NA	1	0	0.0000	0
10220	NA	NA	NA	1	0	0.0000	0
10221	NA	NA	NA	1	0	0.0000	0
10222	NA	NA	NA	1	1	1.0000	1
10224	NA	NA	NA	1	1	1.0000	1
10226	NA	NA	NA	1	0	0.0000	0
10227	NA	NA	NA	1	0	0.0000	0
10228	NA	NA	NA	1	0	0.0000	0
10229	NA	NA	NA	1	0	0.0000	0
10232	NA	NA	NA	1	0	0.0000	0
10236	NA	NA	NA	1	1	1.0000	1
10237	NA	NA	NA	2	2	1.0000	2
10241	NA	NA	NA	1	1	1.0000	1
10246	NA	NA	NA	1	0	0.0000	0
10247	NA	NA	NA	1	0	0.0000	0
10248	NA	NA	NA	1	0	0.0000	0
10249	NA	NA	NA	1	0	0.0000	0
10250	NA	NA	NA	1	1	1.0000	1
10251	NA	NA	NA	1	1	1.0000	1
10252	NA	NA	NA	2	2	1.0000	2
10253	NA	NA	NA	1	1	1.0000	1
10255	NA	NA	NA	1	0	0.0000	0
10257	NA	NA	NA	1	0	0.0000	0
10259	NA	NA	NA	1	1	1.0000	1
10260	NA	NA	NA	1	1	1.0000	1
10262	NA	NA	NA	1	0	0.0000	0
10263	NA	NA	NA	1	1	1.0000	1
10264	NA	NA	NA	1	1	1.0000	1
10265	NA	NA	NA	1	0	0.0000	0
10266	NA	NA	NA	1	0	0.0000	0
10267	NA	NA	NA	1	1	1.0000	1
10268	NA	NA	NA	1	0	0.0000	0
10269	NA	NA	NA	1	0	0.0000	0
10272	NA	NA	NA	1	0	0.0000	0
10273	NA	NA	NA	1	0	0.0000	0
10275	NA	NA	NA	1	0	0.0000	0
10276	NA	NA	NA	1	0	0.0000	0
10278	NA	NA	NA	1	1	1.0000	1
10279	NA	NA	NA	1	0	0.0000	0
10281	NA	NA	NA	1	0	0.0000	0
10284	NA	NA	NA	1	0	0.0000	0
10286	NA	NA	NA	1	0	0.0000	0
10287	NA	NA	NA	1	0	0.0000	0
10288	NA	NA	NA	2	0	0.0000	0
10291	NA	NA	NA	1	1	1.0000	1
10293	NA	NA	NA	1	1	1.0000	1
10295	NA	NA	NA	1	1	1.0000	1
10296	NA	NA	NA	1	0	0.0000	0
10297	NA	NA	NA	1	0	0.0000	0
10299	NA	NA	NA	1	1	1.0000	1
10402	NA	NA	NA	1	1	1.0000	1
10403	NA	NA	NA	1	1	1.0000	1
10404	NA	NA	NA	1	0	0.0000	0
10405	NA	NA	NA	1	0	0.0000	0
10408	NA	NA	NA	1	1	1.0000	1
10410	NA	NA	NA	1	1	1.0000	1
10411	NA	NA	NA	1	1	1.0000	1
10412	NA	NA	NA	1	1	1.0000	1
10413	NA	NA	NA	1	1	1.0000	1
10414	NA	NA	NA	1	1	1.0000	1
10415	NA	NA	NA	1	1	1.0000	1
10425	NA	NA	NA	1	0	0.0000	0
10609	NA	NA	NA	1	0	0.0000	0
10649	NA	NA	NA	1	0	0.0000	0
10712	NA	NA	NA	1	0	0.0000	0
10795	NA	NA	NA	1	0	0.0000	0
10808	NA	NA	NA	2	0	0.0000	0
10854	NA	NA	NA	1	0	0.0000	0
10929	NA	NA	NA	1	0	0.0000	0
11025	NA	NA	NA	2	0	0.0000	0
11075	NA	NA	NA	9	0	0.0000	0
11189	NA	NA	NA	4	0	0.0000	0
11213	NA	NA	NA	1	0	0.0000	0
11233	NA	NA	NA	1	0	0.0000	0
11310	NA	NA	NA	1	0	0.0000	0
11418	NA	NA	NA	1	0	0.0000	0
11480	NA	NA	NA	1	0	0.0000	0
11525	NA	NA	NA	1	0	0.0000	0
11658	NA	NA	NA	3	0	0.0000	0
11688	NA	NA	NA	1	0	0.0000	0
11698	NA	NA	NA	2	0	0.0000	0
11774	NA	NA	NA	6	0	0.0000	0
11867	NA	NA	NA	3	0	0.0000	0
11981	NA	NA	NA	1	0	0.0000	0
12285	NA	NA	NA	3	0	0.0000	0
12436	NA	NA	NA	1	0	0.0000	0
12447	NA	NA	NA	2	0	0.0000	0
12450	NA	NA	NA	1	0	0.0000	0
12468	NA	NA	NA	1	0	0.0000	0
12497	NA	NA	NA	1	0	0.0000	0
12780	NA	NA	NA	2	0	0.0000	0
12815	NA	NA	NA	8	0	0.0000	0
13227	NA	NA	NA	1	0	0.0000	0
13368	NA	NA	NA	1	0	0.0000	0
13391	NA	NA	NA	5	0	0.0000	0
13554	NA	NA	NA	1	0	0.0000	0
13556	NA	NA	NA	1	0	0.0000	0
13815	NA	NA	NA	2	0	0.0000	0
13880	NA	NA	NA	1	0	0.0000	0
13900	NA	NA	NA	2	1	0.5000	1
